,Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,localization_site
1451,YKJ5_YEAST,0.36,0.48,0.61,0.26,0.5,0.0,0.5,0.16,NUC
1452,YKA5_YEAST,0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,NUC
1453,YKA8_YEAST,0.3,0.37,0.4,0.45,0.5,0.0,0.48,0.41,ME3
1454,MAOX_YEAST,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,NUC
1455,YKD8_YEAST,0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,NUC
1456,YKE6_YEAST,0.77,0.74,0.37,0.29,0.5,0.0,0.45,0.22,ME1
1457,TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,CYT
1458,PMT_YEAST,0.5,0.61,0.44,0.2,0.5,0.0,0.49,0.22,MIT
1459,YKM9_YEAST,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,CYT
1460,YKN4_YEAST,0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,MIT
1461,YKS8_YEAST,0.74,0.75,0.45,0.44,0.5,0.0,0.52,0.22,POX
1462,ACP_YEAST,0.52,0.53,0.58,0.69,0.5,0.0,0.5,0.22,MIT
1463,YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,NUC
1464,YKY8_YEAST,0.25,0.4,0.52,0.15,0.5,0.0,0.56,0.28,NUC
1465,YK44_YEAST,0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,NUC
1466,YK68_YEAST,0.32,0.29,0.29,0.08,0.5,0.0,0.52,0.22,ME3
1467,RL13_YEAST,0.38,0.48,0.57,0.3,0.5,0.0,0.41,0.11,CYT
1468,YMC1_YEAST,0.39,0.58,0.47,0.18,0.5,0.0,0.48,0.22,MIT
1469,YMC2_YEAST,0.38,0.47,0.47,0.18,0.5,0.0,0.44,0.26,MIT
1470,YME1_YEAST,0.63,0.57,0.5,0.48,0.5,0.0,0.51,0.22,MIT
1471,RMR3_YEAST,0.51,0.45,0.62,0.25,0.5,0.0,0.59,0.22,MIT
1472,YOX1_YEAST,0.59,0.67,0.54,0.19,0.5,0.0,0.48,0.6,NUC
1473,YPT1_YEAST,0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,CYT
1474,YP52_YEAST,0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,CYT
1475,YP53_YEAST,0.71,0.5,0.5,0.18,0.5,0.0,0.46,0.22,CYT
1476,YPT7_YEAST,0.61,0.48,0.54,0.25,0.5,0.0,0.5,0.22,CYT
1477,R29A_YEAST,0.38,0.32,0.64,0.41,0.5,0.0,0.44,0.11,CYT
1478,R29B_YEAST,0.38,0.4,0.66,0.35,0.5,0.0,0.43,0.11,CYT
1479,YUR1_YEAST,0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,ME2
1480,ZIP1_YEAST,0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,NUC
1481,ZNRP_YEAST,0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,ME2
1482,ZUO1_YEAST,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,NUC
1483,G6PD_YEAST,0.65,0.54,0.54,0.13,0.5,0.0,0.53,0.22,CYT
